"Review","FinancialYear","HBR","CA","MotherAgeGroup","ValidReviews","CurrentFeedingExclusiveBreast","CurrentFeedingMixed","CurrentFeedingFormula","CurrentFeedingOther","CurrentFeedingCowsMilk","CurrentFeedingOverallBreast","EverBreastfed","ExclusivelyBreastfedSinceBirth"
"First Visit","2018/19","S08000026","S12000027","35-39",48,24,10,14,0,0,34,36,22
"First Visit","2018/19","S08000026","S12000027","40 and over",9,2,4,3,0,0,6,8,2
"First Visit","2018/19","S08000026","S12000027","Invalid or missing",1,1,0,0,0,0,1,1,1
"First Visit","2018/19","S08000028","S12000013","under 20",4,1,0,3,0,0,1,2,1
"First Visit","2018/19","S08000028","S12000013","20-24",33,10,3,20,0,0,13,18,9
"First Visit","2018/19","S08000028","S12000013","25-29",46,26,5,15,0,0,31,34,23
"First Visit","2018/19","S08000028","S12000013","30-34",59,27,10,22,0,0,37,44,24
"First Visit","2018/19","S08000028","S12000013","35-39",36,13,8,15,0,0,21,25,13
"First Visit","2018/19","S08000028","S12000013","40 and over",18,5,8,5,0,0,13,16,4
"First Visit","2018/19","S08000028","S12000013","Invalid or missing",2,2,0,0,0,0,2,2,2
"First Visit","2018/19","S08000029","S12000047","under 20",150,20,5,125,0,0,25,57,18
"First Visit","2018/19","S08000029","S12000047","20-24",592,155,35,402,0,0,190,275,145
"First Visit","2018/19","S08000029","S12000047","25-29",989,373,124,491,1,0,497,635,344
"First Visit","2018/19","S08000029","S12000047","30-34",1002,425,114,463,0,0,539,683,398
"First Visit","2018/19","S08000029","S12000047","35-39",557,264,87,205,1,0,351,423,241
"First Visit","2018/19","S08000029","S12000047","40 and over",111,61,19,31,0,0,80,88,58
"First Visit","2018/19","S08000029","S12000047","Invalid or missing",1,0,1,0,0,0,1,1,0
"First Visit","2018/19","S08000030","S12000041","under 20",41,5,2,34,0,0,7,26,5
"First Visit","2018/19","S08000030","S12000041","20-24",134,37,8,89,0,0,45,74,33
"First Visit","2018/19","S08000030","S12000041","25-29",271,112,22,137,0,0,134,176,106
"First Visit","2018/19","S08000030","S12000041","30-34",285,130,34,121,0,0,164,210,121
"First Visit","2018/19","S08000030","S12000041","35-39",202,88,28,86,0,0,116,143,84
"First Visit","2018/19","S08000030","S12000041","40 and over",34,12,6,16,0,0,18,22,11
"First Visit","2018/19","S08000030","S12000041","Invalid or missing",2,1,0,1,0,0,1,1,1
"First Visit","2018/19","S08000030","S12000042","under 20",63,10,4,49,0,0,14,25,9
"First Visit","2018/19","S08000030","S12000042","20-24",257,65,19,173,0,0,84,128,65
"First Visit","2018/19","S08000030","S12000042","25-29",412,129,61,222,0,0,190,246,128
"First Visit","2018/19","S08000030","S12000042","30-34",411,162,73,176,0,0,235,290,162
"First Visit","2018/19","S08000030","S12000042","35-39",214,91,35,88,0,0,126,151,87
"First Visit","2018/19","S08000030","S12000042","40 and over",49,19,15,15,0,0,34,37,19
"First Visit","2018/19","S08000030","S12000048","under 20",20,4,1,15,0,0,5,10,4
"First Visit","2018/19","S08000030","S12000048","20-24",163,61,21,80,1,0,82,111,58
"First Visit","2018/19","S08000030","S12000048","25-29",332,155,43,134,0,0,198,239,147
"First Visit","2018/19","S08000030","S12000048","30-34",392,208,50,134,0,0,258,306,199
"First Visit","2018/19","S08000030","S12000048","35-39",239,142,34,63,0,0,176,204,137
"First Visit","2018/19","S08000030","S12000048","40 and over",58,37,8,13,0,0,45,49,34
"First Visit","2018/19","S08000030","S12000048","Invalid or missing",1,0,0,1,0,0,0,1,0
"First Visit","2018/19","S08000031","S12000011","under 20",6,0,0,6,0,0,0,1,0
"First Visit","2018/19","S08000031","S12000011","20-24",53,15,9,29,0,0,24,30,13
"First Visit","2018/19","S08000031","S12000011","25-29",163,65,28,70,0,0,93,107,52
"First Visit","2018/19","S08000031","S12000011","30-34",327,162,59,106,0,0,221,266,144
"First Visit","2018/19","S08000031","S12000011","35-39",232,122,50,60,0,0,172,198,113
"First Visit","2018/19","S08000031","S12000011","40 and over",56,21,19,15,1,0,40,45,16
"First Visit","2018/19","S08000031","S12000018","under 20",31,3,1,27,0,0,4,6,3
"First Visit","2018/19","S08000031","S12000018","20-24",124,17,6,101,0,0,23,41,16
"First Visit","2018/19","S08000031","S12000018","25-29",196,35,19,140,2,0,54,79,29
